ЕдиницаИзмерения;ЕдиницаИзмеренияМест;Качество;Количество;КоличествоМест;КоличествоУчет;Коэффициент;Номенклатура;Сумма;СуммаУчет;ХарактеристикаНоменклатуры;Цена;ЦенаВРознице;ЦенаРегл;СуммаРегл;СерияНоменклатуры
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce329f};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce329e};{"N",341.25};{"N",273};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",68.25};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32a1};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",2};{"N",0};{"N",1};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32a0};{"N",136.5};{"N",68.25};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",68.25};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32a3};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",3};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32a2};{"N",341.25};{"N",204.75};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",68.25};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32a5};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",1};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32a4};{"N",68.25};{"N",341.25};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",68.25};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32a7};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32a6};{"N",315};{"N",315};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",78.75};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32a9};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32a8};{"N",315};{"N",315};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",78.75};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32ab};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32aa};{"N",393.75};{"N",393.75};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",78.75};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32ad};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",2};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32ac};{"N",157.5};{"N",315};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",78.75};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32af};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",1};{"N",0};{"N",1};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32ae};{"N",78.75};{"N",78.75};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",78.75};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32b1};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",0};{"N",0};{"N",2};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32b0};{"N",0};{"N",180.6};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",90.3};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32b5};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32b4};{"N",451.5};{"N",451.5};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",90.3};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32b7};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",2};{"N",0};{"N",2};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32b6};{"N",180.6};{"N",180.6};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",90.3};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32bd};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",1};{"N",0};{"N",1};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32bc};{"N",90.3};{"N",90.3};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",90.3};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32bf};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32be};{"N",451.5};{"N",451.5};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",90.3};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e23edf91ce32c1};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e23edf91ce32c0};{"N",260};{"N",260};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",65};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8cc1801f02259a1811e2403b86ef77b4};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8cc1801f02259a1811e2403b86ef77b3};{"N",140};{"N",175};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",35};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8ffb801f02259a1811e26c5c2e6fcd7f};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",2};{"N",0};{"N",2};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8ffb801f02259a1811e26c5c2e6fcd7e};{"N",68.04};{"N",68.04};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",34.02};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8ffb801f02259a1811e26c5c2e6fcd81};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",1};{"N",0};{"N",1};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8ffb801f02259a1811e26c5c2e6fcd80};{"N",18.9};{"N",18.9};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",18.9};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8ffb801f02259a1811e26c5c2e6fcd83};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8ffb801f02259a1811e26c5c2e6fcd82};{"N",75.6};{"N",75.6};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",18.9};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:8ffb801f02259a1811e26c5c2e6fcd85};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",3};{"N",0};{"N",3};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:8ffb801f02259a1811e26c5c2e6fcd84};{"N",102.06};{"N",102.06};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",34.02};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:936e009c029a0d5911e92946847137b8};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",1};{"N",0};{"N",1};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:936e009c029a0d5911e92946847137b7};{"N",40};{"N",40};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",40};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:936e009c029a0d5911e929486bce3512};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",1};{"N",0};{"N",2};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:936e009c029a0d5911e929486bce3511};{"N",42};{"N",84};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",42};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9c39009c029a0d5911ea65cd0fc5a0c1};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",2};{"N",0};{"N",2};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9c39009c029a0d5911ea65cd0fc5a0c0};{"N",50};{"N",50};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",25};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9c39009c029a0d5911ea65d4ac635a4e};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9c39009c029a0d5911ea65d4ac635a4d};{"N",393.75};{"N",393.75};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",78.75};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9c39009c029a0d5911ea65d57d3f579a};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",3};{"N",0};{"N",3};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9c39009c029a0d5911ea65d57d3f5799};{"N",108};{"N",108};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",36};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9c39009c029a0d5911ea65d590ee98be};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",2};{"N",0};{"N",3};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9c39009c029a0d5911ea65d590ee98bd};{"N",72};{"N",108};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",36};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9c39009c029a0d5911ea65d6003e11ad};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9c39009c029a0d5911ea65d6003e11ac};{"N",183.75};{"N",183.75};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",36.75};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9c39009c029a0d5911ea65d6d3d844e8};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9c39009c029a0d5911ea65d6d3d844e7};{"N",147};{"N",147};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",36.75};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9c39009c029a0d5911ea65d6e52625c6};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",3};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9c39009c029a0d5911ea65d6e52625c5};{"N",110.25};{"N",183.75};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",36.75};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9c39009c029a0d5911ea65d6fbc33861};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",3};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9c39009c029a0d5911ea65d6fbc33860};{"N",110.25};{"N",147};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",36.75};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9c39009c029a0d5911ea65d75443a1d1};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9c39009c029a0d5911ea65d75443a1d0};{"N",232.5};{"N",186};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",46.5};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9c39009c029a0d5911ea65d76facfa78};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9c39009c029a0d5911ea65d76facfa77};{"N",186};{"N",186};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",46.5};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9c39009c029a0d5911ea65d786e4c685};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",1};{"N",0};{"N",1};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9c39009c029a0d5911ea65d786e4c684};{"N",46.5};{"N",46.5};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",46.5};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9c39009c029a0d5911ea65d791f0a94b};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9c39009c029a0d5911ea65d791f0a94a};{"N",232.5};{"N",232.5};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",46.5};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9c39009c029a0d5911ea65d90198b31c};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9c39009c029a0d5911ea65d90198b31b};{"N",232.5};{"N",232.5};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",46.5};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027647};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027646};{"N",140};{"N",140};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",35};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027649};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027648};{"N",175};{"N",175};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",35};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d902764b};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d902764a};{"N",140};{"N",140};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",35};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
